strain	public-identifier	date	region	country	division	location	gisaid-accession
21 12448	USA/CA-CZB-30398/2021	2021-03-16	North America	USA	California	San Luis Obispo County	EPI_ISL_1821363
21 12459	USA/CA-CZB-30395/2021	2021-03-29	North America	USA	California	San Luis Obispo County	EPI_ISL_1821383
20 38662	USA/CA-CZB-31754/2020	2020-12-10	North America	USA	California	San Luis Obispo County	EPI_ISL_2228311
21 14520	USA/CA-CZB-31744/2021	2021-04-29	North America	USA	California	San Luis Obispo County	EPI_ISL_2228339
21 14461	USA/CA-CZB-31742/2021	2021-04-26	North America	USA	California	San Luis Obispo County	EPI_ISL_2228357
20 38739	USA/CA-CZB-31757/2020	2020-12-10	North America	USA	California	San Luis Obispo County	EPI_ISL_2228367
20 38737	USA/CA-CZB-31756/2020	2020-12-10	North America	USA	California	San Luis Obispo County	EPI_ISL_2604247
21 14613	USA/CA-CZB-31743/2021	2021-04-29	North America	USA	California	San Luis Obispo County	EPI_ISL_2228390
21 13101	USA/CA-CZB-30770/2021	2021-04-09	North America	USA	California	San Luis Obispo County	EPI_ISL_2102830
21 13093	USA/CA-CZB-30747/2021	2021-04-07	North America	USA	California	San Luis Obispo County	EPI_ISL_2102837
P20-16621	USA/CA-CZB-14741/2020	2020-10-16	North America	USA	California	Humboldt County	EPI_ISL_739177
P20-16623	USA/CA-CZB-14742/2020	2020-10-16	North America	USA	California	Humboldt County	EPI_ISL_738961
21 13111	USA/CA-CZB-30765/2021	2021-04-06	North America	USA	California	San Luis Obispo County	EPI_ISL_2102842
21 13094	USA/CA-CZB-30749/2021	2021-04-07	North America	USA	California	San Luis Obispo County	EPI_ISL_2102844
21 13088	USA/CA-CZB-30766/2021	2021-04-07	North America	USA	California	San Luis Obispo County	EPI_ISL_2102845
20 34182	USA/CA-CZB-33601/2020	2020-11-20	North America	USA	California	San Luis Obispo County	EPI_ISL_2497703
21 15847	USA/CA-CZB-33697/2021	2021-05-10	North America	USA	California	San Luis Obispo County	EPI_ISL_2497573
21 15565	USA/CA-CZB-33696/2021	2021-05-14	North America	USA	California	San Luis Obispo County	EPI_ISL_2497574
20 34871	USA/CA-CZB-33591/2020	2020-11-24	North America	USA	California	San Luis Obispo County	EPI_ISL_2497731
20 30650	USA/CA-CZB-33646/2020	2020-11-03	North America	USA	California	San Luis Obispo County	EPI_ISL_2497732
20 32253	USA/CA-CZB-33583/2020	2020-11-13	North America	USA	California	San Luis Obispo County	EPI_ISL_2497738
P20-22500	USA/CA-CZB-17320/2020	2020-11-25	North America	USA	California	Humboldt County	EPI_ISL_1027535
P20-22790	USA/CA-CZB-17329/2020	2020-11-27	North America	USA	California	Humboldt County	EPI_ISL_1027536
20 34307	USA/CA-CZB-33633/2020	2020-11-20	North America	USA	California	San Luis Obispo County	EPI_ISL_2497739
20 08547	USA/CA-CZB-33548/2020	2020-05-21	North America	USA	California	San Luis Obispo County	EPI_ISL_2659606
20 30936	USA/CA-CZB-33685/2020	2020-11-05	North America	USA	California	San Luis Obispo County	EPI_ISL_2497740
20 30654	USA/CA-CZB-33639/2020	2020-11-03	North America	USA	California	San Luis Obispo County	EPI_ISL_2497755
P21-01693	USA/CA-CZB-23168/2021	2021-01-12	North America	USA	California	Humboldt County	EPI_ISL_2659319
P21-01373	USA/CA-CZB-23153/2021	2021-01-11	North America	USA	California	Humboldt County	EPI_ISL_2659359
20 35448	USA/CA-CZB-33651/2020	2020-11-28	North America	USA	California	San Luis Obispo County	EPI_ISL_2497785
20 31827	USA/CA-CZB-33581/2020	2020-11-11	North America	USA	California	San Luis Obispo County	EPI_ISL_2497814
20 34601	USA/CA-CZB-33612/2020	2020-11-23	North America	USA	California	San Luis Obispo County	EPI_ISL_2497815
20 34229	USA/CA-CZB-33607/2020	2020-11-20	North America	USA	California	San Luis Obispo County	EPI_ISL_2497817
20 28793	USA/CA-CZB-33586/2020	2020-10-14	North America	USA	California	San Luis Obispo County	EPI_ISL_2497552
20 31427	USA/CA-CZB-33608/2020	2020-11-07	North America	USA	California	San Luis Obispo County	EPI_ISL_2497818
20 30517	USA/CA-CZB-33680/2020	2020-11-02	North America	USA	California	San Luis Obispo County	EPI_ISL_2659289
20 39348	USA/CA-CZB-33693/2020	2020-12-12	North America	USA	California	San Luis Obispo County	EPI_ISL_2497819
20 33297	USA/CA-CZB-33626/2020	2020-11-19	North America	USA	California	San Luis Obispo County	EPI_ISL_2497820
20 34394	USA/CA-CZB-33613/2020	2020-11-21	North America	USA	California	San Luis Obispo County	EPI_ISL_2497826
20 35394	USA/CA-CZB-33686/2020	2020-11-27	North America	USA	California	San Luis Obispo County	EPI_ISL_2497828
20 39366	USA/CA-CZB-33695/2020	2020-12-12	North America	USA	California	San Luis Obispo County	EPI_ISL_2497829
P21-01594	USA/CA-CZB-23164/2021	2021-01-12	North America	USA	California	Humboldt County	EPI_ISL_1185308
P21-01279	USA/CA-CZB-23148/2021	2021-01-11	North America	USA	California	Humboldt County	EPI_ISL_1185309
P21-01276	USA/CA-CZB-23146/2021	2021-01-10	North America	USA	California	Humboldt County	EPI_ISL_1185312
20 35377	USA/CA-CZB-33643/2020	2020-11-27	North America	USA	California	San Luis Obispo County	EPI_ISL_2497830
20 35375	USA/CA-CZB-33657/2020	2020-11-27	North America	USA	California	San Luis Obispo County	EPI_ISL_2497831
20 35373	USA/CA-CZB-33635/2020	2020-11-27	North America	USA	California	San Luis Obispo County	EPI_ISL_2497832
20 23824	USA/CA-CZB-33670/2020	2020-09-08	North America	USA	California	San Luis Obispo County	EPI_ISL_2497834
20 23548	USA/CA-CZB-33662/2020	2020-09-05	North America	USA	California	San Luis Obispo County	EPI_ISL_2497836
20 35066	USA/CA-CZB-33590/2020	2020-11-24	North America	USA	California	San Luis Obispo County	EPI_ISL_2497838
20 31428	USA/CA-CZB-33654/2020	2020-11-07	North America	USA	California	San Luis Obispo County	EPI_ISL_2497846
P21-00564	USA/CA-CZB-23130/2021	2021-01-05	North America	USA	California	Humboldt County	EPI_ISL_1185318
20SCPH11137	USA/CA-CZB-16457/2020	2020-05-13	North America	USA	California	Santa Clara County	EPI_ISL_979151
COVID7-42	USA/CA-CZB-16429/2020	2020-04-11	North America	USA	California	Santa Clara County	EPI_ISL_979154
20SCPH099214	USA/CA-CZB-15901/2020	2020-12-07	North America	USA	California	Santa Clara County	EPI_ISL_850000
20SCPH099221	USA/CA-CZB-15903/2020	2020-12-07	North America	USA	California	Santa Clara County	EPI_ISL_850001
P21-09978	USA/CA-CZB-29933/2021	2021-03-15	North America	USA	California	Humboldt County	EPI_ISL_1701507
P21-10162	USA/CA-CZB-29944/2021	2021-03-17	North America	USA	California	Humboldt County	EPI_ISL_1701509
P21-09792	USA/CA-CZB-29924/2021	2021-03-12	North America	USA	California	Humboldt County	EPI_ISL_1701527
MCHHS-168	USA/CA-CZB-5170/2020	2020-08-12	North America	USA	California	Marin County	EPI_ISL_583221
20SCPH57053	USA/CA-CZB-7200/2020	2020-09-12	North America	USA	California	Santa Clara County	EPI_ISL_2659523
20SCPH57376	USA/CA-CZB-10328/2020	2020-09-15	North America	USA	California	Santa Clara County	EPI_ISL_2659649
20SCPH57394	USA/CA-CZB-10335/2020	2020-09-15	North America	USA	California	Santa Clara County	EPI_ISL_2659397
20SCPH57404	USA/CA-CZB-10338/2020	2020-09-15	North America	USA	California	Santa Clara County	EPI_ISL_2659581
20SCPH57407	USA/CA-CZB-10340/2020	2020-09-15	North America	USA	California	Santa Clara County	EPI_ISL_2659473
20SCPH57411	USA/CA-CZB-10341/2020	2020-09-15	North America	USA	California	Santa Clara County	EPI_ISL_2659299
20SCPH57433	USA/CA-CZB-10346/2020	2020-09-15	North America	USA	California	Santa Clara County	EPI_ISL_2659320
P21-11661	USA/CA-CZB-29973/2021	2021-03-29	North America	USA	California	Humboldt County	EPI_ISL_1701587
20SCPH95631	USA/CA-CZB-15711/2020	2020-12-02	North America	USA	California	Santa Clara County	EPI_ISL_853496
20SCPH95642	USA/CA-CZB-15712/2020	2020-12-02	North America	USA	California	Santa Clara County	EPI_ISL_853497
20SCPH95648	USA/CA-CZB-15713/2020	2020-12-02	North America	USA	California	Santa Clara County	EPI_ISL_853560
20SCPH95667	USA/CA-CZB-15714/2020	2020-12-02	North America	USA	California	Santa Clara County	EPI_ISL_853498
20AC0012948	USA/CA-CZB-13987/2020	2020-06-16	North America	USA	California	Alameda County	EPI_ISL_739439
20SCPH94822	USA/CA-CZB-15748/2020	2020-12-02	North America	USA	California	Santa Clara County	EPI_ISL_853522
21SCPH022077	USA/CA-CZB-29743/2021	2021-03-05	North America	USA	California	Santa Clara County	EPI_ISL_2758487
SBC2319	USA/CA-CZB-176/2020	2020-05-08	North America	USA	California	San Bernardino County	EPI_ISL_583174
21WG00830	USA/CA-CZB-32171/2021	2021-04-05	North America	USA	California	Contra Costa County	EPI_ISL_2341645
21WG00832	USA/CA-CZB-32173/2021	2021-04-06	North America	USA	California	Contra Costa County	EPI_ISL_2341444
21WG00833	USA/CA-CZB-32174/2021	2021-04-06	North America	USA	California	Contra Costa County	EPI_ISL_2341525
21WG00834	USA/CA-CZB-32175/2021	2021-04-06	North America	USA	California	Contra Costa County	EPI_ISL_2341454
21WG00835	USA/CA-CZB-32176/2021	2021-04-06	North America	USA	California	Contra Costa County	EPI_ISL_2341570
21WG00618	USA/CA-CZB-31223/2021	2021-02-13	North America	USA	California	Contra Costa County	EPI_ISL_2103141
21WG00622	USA/CA-CZB-31227/2021	2021-02-14	North America	USA	California	Contra Costa County	EPI_ISL_2103060
21WG00624	USA/CA-CZB-31229/2021	2021-02-14	North America	USA	California	Contra Costa County	EPI_ISL_2103056
21WG00625	USA/CA-CZB-31230/2021	2021-02-14	North America	USA	California	Contra Costa County	EPI_ISL_2103127
21VI11193	USA/CA-CZB-26859/2021	2021-01-30	North America	USA	California	Contra Costa County	EPI_ISL_1235266
21VI11236	USA/CA-CZB-26862/2021	2021-01-30	North America	USA	California	Contra Costa County	EPI_ISL_1235168
21VI12739	USA/CA-CZB-26868/2021	2021-02-02	North America	USA	California	Contra Costa County	EPI_ISL_1235103
21VI12552	USA/CA-CZB-26872/2021	2021-02-02	North America	USA	California	Contra Costa County	EPI_ISL_1235296
21VI12454	USA/CA-CZB-26877/2021	2021-02-02	North America	USA	California	Contra Costa County	EPI_ISL_1235110
21VI12419	USA/CA-CZB-26879/2021	2021-02-02	North America	USA	California	Contra Costa County	EPI_ISL_1235343
21VI12984	USA/CA-CZB-26883/2021	2021-02-02	North America	USA	California	Contra Costa County	EPI_ISL_1235205
21VI12945	USA/CA-CZB-26890/2021	2021-02-03	North America	USA	California	Contra Costa County	EPI_ISL_1235065
21VI05660	USA/CA-CZB-23340/2021	2021-01-14	North America	USA	California	Contra Costa County	EPI_ISL_1030340
21VI05615	USA/CA-CZB-23346/2021	2021-01-14	North America	USA	California	Contra Costa County	EPI_ISL_1030345
21VI05845	USA/CA-CZB-23349/2021	2021-01-14	North America	USA	California	Contra Costa County	EPI_ISL_1030347
21VI06513	USA/CA-CZB-23352/2021	2021-01-16	North America	USA	California	Contra Costa County	EPI_ISL_1030329
21VI05827	USA/CA-CZB-23355/2021	2021-01-14	North America	USA	California	Contra Costa County	EPI_ISL_1030350
21VI05780	USA/CA-CZB-23361/2021	2021-01-14	North America	USA	California	Contra Costa County	EPI_ISL_1030356
20SCPH54654	USA/CA-CZB-6987/2020	2020-09-01	North America	USA	California	Santa Clara County	EPI_ISL_582914
21SCPH002615	USA/CA-CZB-17695/2021	2021-01-02	North America	USA	California	Santa Clara County	EPI_ISL_1027376
2000041233	USA/CA-CZB-29265/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701129
20SCPH55228	USA/CA-CZB-6988/2020	2020-09-01	North America	USA	California	Santa Clara County	EPI_ISL_582915
20SCPH109304	USA/CA-CZB-19693/2020	2020-12-21	North America	USA	California	Santa Clara County	EPI_ISL_1030268
20SCPH110957	USA/CA-CZB-19788/2020	2020-12-24	North America	USA	California	Santa Clara County	EPI_ISL_1030414
2000041217	USA/CA-CZB-29249/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701130
2000041248	USA/CA-CZB-29280/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701139
2000041256	USA/CA-CZB-29288/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701140
21SCPH013903	USA/CA-CZB-25976/2021	2021-02-04	North America	USA	California	Santa Clara County	EPI_ISL_1235508
21SCPH018125	USA/CA-CZB-29142/2021	2021-02-21	North America	USA	California	Santa Clara County	EPI_ISL_1529273
21SCPH018124	USA/CA-CZB-29141/2021	2021-02-20	North America	USA	California	Santa Clara County	EPI_ISL_1529316
2000041238	USA/CA-CZB-29270/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701141
20SCPH44704	USA/CA-CZB-4000/2020	2020-07-29	North America	USA	California	Santa Clara County	EPI_ISL_548600
20SCPH43540	USA/CA-CZB-3706/2020	2020-07-23	North America	USA	California	Santa Clara County	EPI_ISL_548417
20SCPH46645	USA/CA-CZB-3717/2020	2020-08-01	North America	USA	California	Santa Clara County	EPI_ISL_548434
20SCPH46646	USA/CA-CZB-3718/2020	2020-08-01	North America	USA	California	Santa Clara County	EPI_ISL_548420
20SCPH46648	USA/CA-CZB-3719/2020	2020-08-01	North America	USA	California	Santa Clara County	EPI_ISL_548470
20SCPH41437	USA/CA-CZB-3803/2020	2020-07-16	North America	USA	California	Santa Clara County	EPI_ISL_548437
20SCPH41442	USA/CA-CZB-3805/2020	2020-07-17	North America	USA	California	Santa Clara County	EPI_ISL_548399
20AC0025864	USA/CA-CZB-13396/2020	2020-09-01	North America	USA	California	Alameda County	EPI_ISL_672457
20AC0008353	USA/CA-CZB-13362/2020	2020-05-21	North America	USA	California	Alameda County	EPI_ISL_672449
20AC0004963	USA/CA-CZB-13072/2020	2020-05-03	North America	USA	California	Alameda County	EPI_ISL_672340
20AC0027492	USA/CA-CZB-13448/2020	2020-09-08	North America	USA	California	Alameda County	EPI_ISL_672471
20AC0025703	USA/CA-CZB-13384/2020	2020-08-31	North America	USA	California	Alameda County	EPI_ISL_672454
20AC0005044	USA/CA-CZB-13354/2020	2020-04-30	North America	USA	California	Alameda County	EPI_ISL_672447
20AC0007178	USA/CA-CZB-13095/2020	2020-05-12	North America	USA	California	Alameda County	EPI_ISL_672349
20AC0027574	USA/CA-CZB-13459/2020	2020-09-09	North America	USA	California	Alameda County	EPI_ISL_672476
20AC0006789	USA/CA-CZB-13091/2020	2020-05-08	North America	USA	California	Alameda County	EPI_ISL_672347
20AC0026079	USA/CA-CZB-13425/2020	2020-09-03	North America	USA	California	Alameda County	EPI_ISL_672469
20AC0004895	USA/CA-CZB-13071/2020	2020-05-03	North America	USA	California	Alameda County	EPI_ISL_672339
20AC0005078	USA/CA-CZB-13341/2020	2020-05-02	North America	USA	California	Alameda County	EPI_ISL_672439
2000041344	USA/CA-CZB-29194/2021	2021-03-05	North America	USA	California	?	EPI_ISL_1701143
2000041385	USA/CA-CZB-29235/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701144
20SCPH29011	USA/CA-CZB-1746/2020	2020-06-18	North America	USA	California	Santa Clara County	EPI_ISL_1093058
20SCPH107238	USA/CA-CZB-19508/2020	2020-12-17	North America	USA	California	Santa Clara County	EPI_ISL_1184598
20SCPH108716	USA/CA-CZB-19594/2020	2020-12-21	North America	USA	California	Santa Clara County	EPI_ISL_1184828
20AC0025712	USA/CA-CZB-13385/2020	2020-08-31	North America	USA	California	Alameda County	EPI_ISL_672086
20SCPH41534	USA/CA-CZB-3809/2020	2020-07-17	North America	USA	California	Santa Clara County	EPI_ISL_548403
20AC0005636	USA/CA-CZB-13353/2020	2020-04-30	North America	USA	California	Alameda County	EPI_ISL_672446
20AC0025999	USA/CA-CZB-13410/2020	2020-09-02	North America	USA	California	Alameda County	EPI_ISL_672462
20AC0005692	USA/CA-CZB-13069/2020	2020-05-03	North America	USA	California	Alameda County	EPI_ISL_672338
20AC0007748	USA/CA-CZB-13066/2020	2020-05-16	North America	USA	California	Alameda County	EPI_ISL_672335
20AC0007784	USA/CA-CZB-13060/2020	2020-05-17	North America	USA	California	Alameda County	EPI_ISL_672330
20AC0007432	USA/CA-CZB-13038/2020	2020-05-14	North America	USA	California	Alameda County	EPI_ISL_672318
20AC0027664	USA/CA-CZB-13456/2020	2020-09-09	North America	USA	California	Alameda County	EPI_ISL_672475
20AC0027553	USA/CA-CZB-13452/2020	2020-09-09	North America	USA	California	Alameda County	EPI_ISL_672473
20AC0026013	USA/CA-CZB-13412/2020	2020-09-02	North America	USA	California	Alameda County	EPI_ISL_672113
20AC0004996	USA/CA-CZB-13347/2020	2020-05-01	North America	USA	California	Alameda County	EPI_ISL_672443
20AC0005675	USA/CA-CZB-13342/2020	2020-05-02	North America	USA	California	Alameda County	EPI_ISL_672440
20AC0006978	USA/CA-CZB-13025/2020	2020-05-11	North America	USA	California	Alameda County	EPI_ISL_672308
20AC0007304	USA/CA-CZB-13377/2020	2020-05-13	North America	USA	California	Alameda County	EPI_ISL_672453
20AC0007299	USA/CA-CZB-13375/2020	2020-05-13	North America	USA	California	Alameda County	EPI_ISL_672452
20AC0027525	USA/CA-CZB-13449/2020	2020-09-09	North America	USA	California	Alameda County	EPI_ISL_672472
20AC0025912	USA/CA-CZB-13401/2020	2020-09-02	North America	USA	California	Alameda County	EPI_ISL_672459
20AC0006993	USA/CA-CZB-13022/2020	2020-05-11	North America	USA	California	Alameda County	EPI_ISL_672306
20AC0005694	USA/CA-CZB-13067/2020	2020-05-03	North America	USA	California	Alameda County	EPI_ISL_672336
20AC0026070	USA/CA-CZB-13421/2020	2020-09-03	North America	USA	California	Alameda County	EPI_ISL_672467
20AC0006975	USA/CA-CZB-13026/2020	2020-05-12	North America	USA	California	Alameda County	EPI_ISL_672309
20AC0007708	USA/CA-CZB-13059/2020	2020-05-16	North America	USA	California	Alameda County	EPI_ISL_672329
2009300076	USA/CA-CZB-12377/2020	2020-09-29	North America	USA	California	Tulare County	EPI_ISL_648538
"A"""""	USA/CA-CZB-1535/2020	2020-04-28	North America	USA	California	Ventura County	EPI_ISL_468480
20-118-0540	USA/CA-CZB-1536/2020	2020-04-27	North America	USA	California	Ventura County	EPI_ISL_468481
20-116-0002	USA/CA-CZB-1537/2020	2020-04-25	North America	USA	California	Ventura County	EPI_ISL_468482
20-111-1099	USA/CA-CZB-1538/2020	2020-04-20	North America	USA	California	Ventura County	EPI_ISL_468483
20-112-0910	USA/CA-CZB-1539/2020	2020-04-21	North America	USA	California	Ventura County	EPI_ISL_468484
20-113-0689	USA/CA-CZB-1540/2020	2020-04-22	North America	USA	California	Ventura County	EPI_ISL_468485
20-114-0803	USA/CA-CZB-1541/2020	2020-04-23	North America	USA	California	Ventura County	EPI_ISL_468486
20AC0005681	USA/CA-CZB-13345/2020	2020-05-03	North America	USA	California	Alameda County	EPI_ISL_672442
20AC0007176	USA/CA-CZB-13096/2020	2020-05-12	North America	USA	California	Alameda County	EPI_ISL_672350
20AC0007742	USA/CA-CZB-13054/2020	2020-05-16	North America	USA	California	Alameda County	EPI_ISL_672327
20AC0025866	USA/CA-CZB-13397/2020	2020-09-01	North America	USA	California	Alameda County	EPI_ISL_672458
20AC0007296	USA/CA-CZB-13374/2020	2020-05-13	North America	USA	California	Alameda County	EPI_ISL_672451
20AC0008241	USA/CA-CZB-13360/2020	2020-05-21	North America	USA	California	Alameda County	EPI_ISL_672448
20AC0006649	USA/CA-CZB-13083/2020	2020-05-07	North America	USA	California	Alameda County	EPI_ISL_672343
20AC0006823	USA/CA-CZB-13094/2020	2020-05-09	North America	USA	California	Alameda County	EPI_ISL_672348
20AC0025850	USA/CA-CZB-13392/2020	2020-09-01	North America	USA	California	Alameda County	EPI_ISL_672456
20AC0007672	USA/CA-CZB-13047/2020	2020-05-15	North America	USA	California	Alameda County	EPI_ISL_672324
20AC0026015	USA/CA-CZB-13413/2020	2020-09-02	North America	USA	California	Alameda County	EPI_ISL_672463
20AC0005614	USA/CA-CZB-13349/2020	2020-04-30	North America	USA	California	Alameda County	EPI_ISL_672444
20AC0005678	USA/CA-CZB-13343/2020	2020-05-02	North America	USA	California	Alameda County	EPI_ISL_672441
20AC0007758	USA/CA-CZB-13062/2020	2020-05-17	North America	USA	California	Alameda County	EPI_ISL_672332
20AC0007157	USA/CA-CZB-13100/2020	2020-05-13	North America	USA	California	Alameda County	EPI_ISL_672353
20AC0006970	USA/CA-CZB-13028/2020	2020-05-11	North America	USA	California	Alameda County	EPI_ISL_672311
20SCPH44697	USA/CA-CZB-4001/2020	2020-07-29	North America	USA	California	Santa Clara County	EPI_ISL_548642
21SCPH009571	USA/CA-CZB-23416/2021	2021-01-25	North America	USA	California	Santa Clara County	EPI_ISL_1185074
20AC0007156	USA/CA-CZB-13382/2020	2020-05-13	North America	USA	California	Alameda County	EPI_ISL_672082
20AC0025503	USA/CA-CZB-13383/2020	2020-08-26	North America	USA	California	Alameda County	EPI_ISL_672076
20AC0007303	USA/CA-CZB-13376/2020	2020-05-13	North America	USA	California	Alameda County	EPI_ISL_672078
20-103-0411	USA/CA-CZB-1573/2020	2020-04-12	North America	USA	California	Ventura County	EPI_ISL_468505
2000041362	USA/CA-CZB-29212/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701145
20AC0004882	USA/CA-CZB-13340/2020	2020-05-02	North America	USA	California	Alameda County	EPI_ISL_672064
20AC0006801	USA/CA-CZB-13088/2020	2020-05-08	North America	USA	California	Alameda County	EPI_ISL_672066
20AC0025714	USA/CA-CZB-13386/2020	2020-08-31	North America	USA	California	Alameda County	EPI_ISL_672062
20AC0005604	USA/CA-CZB-13352/2020	2020-04-30	North America	USA	California	Alameda County	EPI_ISL_672050
20AC0026071	USA/CA-CZB-13422/2020	2020-09-03	North America	USA	California	Alameda County	EPI_ISL_672045
20AC0006639	USA/CA-CZB-13085/2020	2020-05-08	North America	USA	California	Alameda County	EPI_ISL_672040
20AC0008237	USA/CA-CZB-13359/2020	2020-05-21	North America	USA	California	Alameda County	EPI_ISL_672039
20-137-0709	USA/CA-CZB-1515/2020	2020-05-16	North America	USA	California	Ventura County	EPI_ISL_2659465
20-069-1675	USA/CA-CZB-3635/2020	2020-03-09	North America	USA	California	Ventura County	EPI_ISL_548367
20-077-1398	USA/CA-CZB-3638/2020	2020-03-17	North America	USA	California	Ventura County	EPI_ISL_548349
20AC0007090	USA/CA-CZB-13381/2020	2020-05-12	North America	USA	California	Alameda County	EPI_ISL_672038
20AC0006518	USA/CA-CZB-13078/2020	2020-05-06	North America	USA	California	Alameda County	EPI_ISL_672032
20AC0027597	USA/CA-CZB-13460/2020	2020-09-09	North America	USA	California	Alameda County	EPI_ISL_672036
20AC0006519	USA/CA-CZB-13077/2020	2020-05-06	North America	USA	California	Alameda County	EPI_ISL_672014
20-083-1153	USA/CA-CZB-3641/2020	2020-03-23	North America	USA	California	Ventura County	EPI_ISL_548355
20-085-0554	USA/CA-CZB-3642/2020	2020-03-25	North America	USA	California	Ventura County	EPI_ISL_548348
20-085-0948	USA/CA-CZB-3643/2020	2020-03-25	North America	USA	California	Ventura County	EPI_ISL_548362
20-085-0929	USA/CA-CZB-3644/2020	2020-03-25	North America	USA	California	Ventura County	EPI_ISL_548358
20-087-0950	USA/CA-CZB-3645/2020	2020-03-27	North America	USA	California	Ventura County	EPI_ISL_548353
20AC0008145	USA/CA-CZB-13365/2020	2020-05-20	North America	USA	California	Alameda County	EPI_ISL_672097
20AC0014486	USA/CA-CZB-13940/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_739528
20-099-0875	USA/CA-CZB-3647/2020	2020-04-08	North America	USA	California	Ventura County	EPI_ISL_548352
20-157-1299	USA/CA-CZB-3762/2020	2020-06-05	North America	USA	California	Ventura County	EPI_ISL_548475
20-105-0797	USA/CA-CZB-3763/2020	2020-04-14	North America	USA	California	Ventura County	EPI_ISL_548473
20-177-1602	USA/CA-CZB-3766/2020	2020-06-28	North America	USA	California	Ventura County	EPI_ISL_548455
20AC0014487	USA/CA-CZB-13941/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_739118
20AC0014444	USA/CA-CZB-13938/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_739644
20AC0014536	USA/CA-CZB-13948/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_738976
20AC0014549	USA/CA-CZB-13949/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_738775
20AC0014505	USA/CA-CZB-13943/2020	2020-06-23	North America	USA	California	Alameda County	EPI_ISL_739056
20AC0014520	USA/CA-CZB-13945/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_739544
20AC0014493	USA/CA-CZB-13942/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_739206
20AC0014556	USA/CA-CZB-13950/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_739643
20AC0014514	USA/CA-CZB-13944/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_739358
20AC0014524	USA/CA-CZB-13946/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_738838
20-167-1497	USA/CA-CZB-3767/2020	2020-06-18	North America	USA	California	Ventura County	EPI_ISL_548427
20-157-0667	USA/CA-CZB-3768/2020	2020-06-05	North America	USA	California	Ventura County	EPI_ISL_548402
20-157-1511	USA/CA-CZB-3769/2020	2020-06-05	North America	USA	California	Ventura County	EPI_ISL_548461
20-139-1485	USA/CA-CZB-3770/2020	2020-05-13	North America	USA	California	Ventura County	EPI_ISL_548442
20-145-0374	USA/CA-CZB-3773/2020	2020-05-24	North America	USA	California	Ventura County	EPI_ISL_548443
20-147-1505	USA/CA-CZB-3774/2020	2020-05-26	North America	USA	California	Ventura County	EPI_ISL_548372
20-151-0256	USA/CA-CZB-3775/2020	2020-05-30	North America	USA	California	Ventura County	EPI_ISL_548459
20-156-1319	USA/CA-CZB-3776/2020	2020-06-04	North America	USA	California	Ventura County	EPI_ISL_548476
20-156-1389	USA/CA-CZB-3777/2020	2020-06-04	North America	USA	California	Ventura County	EPI_ISL_548398
20SCPH44752	USA/CA-CZB-4002/2020	2020-07-29	North America	USA	California	Santa Clara County	EPI_ISL_548652
20AC0014406	USA/CA-CZB-13954/2020	2020-06-22	North America	USA	California	Alameda County	EPI_ISL_738606
20AC0013734	USA/CA-CZB-13955/2020	2020-06-21	North America	USA	California	Alameda County	EPI_ISL_738522
20AC0013759	USA/CA-CZB-13962/2020	2020-06-21	North America	USA	California	Alameda County	EPI_ISL_738671
20AC0013571	USA/CA-CZB-13963/2020	2020-06-19	North America	USA	California	Alameda County	EPI_ISL_738607
20AC0013405	USA/CA-CZB-13979/2020	2020-06-18	North America	USA	California	Alameda County	EPI_ISL_738605
20AC0013176	USA/CA-CZB-13975/2020	2020-06-18	North America	USA	California	Alameda County	EPI_ISL_739208
20AC0013424	USA/CA-CZB-13970/2020	2020-06-18	North America	USA	California	Alameda County	EPI_ISL_739075
20AC0011415	USA/CA-CZB-14009/2020	2020-06-08	North America	USA	California	Alameda County	EPI_ISL_739378
20AC0015375	USA/CA-CZB-14053/2020	2020-06-28	North America	USA	California	Alameda County	EPI_ISL_739590
20AC0025351	USA/CA-CZB-14245/2020	2020-08-28	North America	USA	California	Alameda County	EPI_ISL_739328
20AC0024603	USA/CA-CZB-14248/2020	2020-08-25	North America	USA	California	Alameda County	EPI_ISL_738527
20AC0024593	USA/CA-CZB-14249/2020	2020-08-25	North America	USA	California	Alameda County	EPI_ISL_738531
20AC0024033	USA/CA-CZB-14257/2020	2020-08-20	North America	USA	California	Alameda County	EPI_ISL_738553
20AC0024594	USA/CA-CZB-14261/2020	2020-08-26	North America	USA	California	Alameda County	EPI_ISL_738774
